sample_id,filename,fold,target,category,esc10,noise_type,noise_level_db,exposure_duration_hours,hour_of_day,day_of_week,hrv_score,sleep_quality_score,stress_level,cognitive_impact,fatigue_level,mental_health_impact,risk_category
5-189237-A-12,5-189237-A-12.wav,5,12,crackling_fire,True,natural,68.49,12.0,5,1,83.82,7.24,1.0,1.0,1.77,6.08,Low
5-189795-A-4,5-189795-A-4.wav,5,4,frog,False,natural,40.66,1.55,10,0,87.31,8.55,1.0,1.24,1.0,2.88,Low
5-191131-A-40,5-191131-A-40.wav,5,40,helicopter,True,aircraft,111.13,0.31,17,0,81.95,7.92,1.72,2.51,1.15,11.63,Low
5-191497-A-33,5-191497-A-33.wav,5,33,door_wood_creaks,False,human_activity,48.43,1.81,6,6,86.22,8.88,1.05,1.0,1.0,4.77,Low
5-192191-A-19,5-192191-A-19.wav,5,19,thunderstorm,False,natural,70.7,12.0,3,6,80.1,8.68,1.0,1.21,1.0,10.5,Low
5-193339-A-10,5-193339-A-10.wav,5,10,rain,True,natural,46.8,0.94,3,6,85.38,9.3,1.89,1.0,1.0,2.24,Low
5-193473-A-12,5-193473-A-12.wav,5,12,crackling_fire,True,natural,49.29,0.42,11,4,78.45,8.66,1.0,1.39,1.92,4.38,Low
5-193473-B-12,5-193473-B-12.wav,5,12,crackling_fire,True,natural,51.73,0.27,10,2,81.34,8.85,1.25,1.0,1.28,5.17,Low
5-194533-A-21,5-194533-A-21.wav,5,21,sneezing,True,human_activity,58.69,0.26,6,1,87.49,9.43,1.85,1.52,1.31,2.79,Low
5-194892-A-10,5-194892-A-10.wav,5,10,rain,True,natural,60.35,12.0,23,3,88.37,8.88,1.0,1.0,1.0,2.55,Low
5-194899-A-3,5-194899-A-3.wav,5,3,cow,False,natural,80.11,1.48,14,1,81.6,8.67,1.0,1.36,1.66,5.02,Low
5-194899-B-3,5-194899-B-3.wav,5,3,cow,False,natural,79.12,1.4,0,4,82.0,8.24,1.71,1.76,1.02,5.18,Low
5-194899-C-3,5-194899-C-3.wav,5,3,cow,False,natural,71.71,0.79,7,1,84.43,9.08,1.33,1.0,1.09,5.45,Low
5-194899-D-3,5-194899-D-3.wav,5,3,cow,False,natural,63.67,0.64,8,2,83.97,8.29,1.53,1.41,1.84,6.19,Low
5-194930-A-1,5-194930-A-1.wav,5,1,rooster,True,natural,76.17,3.23,1,5,89.16,8.01,1.0,1.52,1.13,0.65,Low
5-194930-B-1,5-194930-B-1.wav,5,1,rooster,True,natural,61.91,0.52,0,0,82.62,8.01,1.0,1.21,1.0,4.63,Low
5-194932-A-7,5-194932-A-7.wav,5,7,insects,False,natural,51.04,5.22,1,0,82.15,9.1,1.0,1.0,1.17,5.24,Low
5-195517-A-7,5-195517-A-7.wav,5,7,insects,False,natural,25.33,0.92,7,2,77.4,8.53,2.02,1.0,1.61,4.99,Low
5-195518-A-7,5-195518-A-7.wav,5,7,insects,False,natural,31.3,4.57,14,4,81.53,8.46,1.0,1.0,1.0,3.0,Low
5-195557-A-19,5-195557-A-19.wav,5,19,thunderstorm,False,natural,84.41,6.1,11,3,76.7,7.06,1.72,2.0,1.27,13.39,Low
5-195710-A-10,5-195710-A-10.wav,5,10,rain,True,natural,55.53,8.58,10,4,90.63,8.0,1.0,1.11,1.0,6.18,Low
5-197118-A-45,5-197118-A-45.wav,5,45,train,False,traffic,84.38,0.1,11,1,78.14,9.21,1.57,1.26,1.0,2.78,Low
5-197121-A-45,5-197121-A-45.wav,5,45,train,False,traffic,94.1,12.0,5,0,55.39,6.63,4.34,3.04,3.14,44.85,Moderate
5-197121-B-45,5-197121-B-45.wav,5,45,train,False,traffic,94.17,10.4,20,1,58.22,6.07,3.45,3.69,2.98,42.85,Moderate
5-197446-A-7,5-197446-A-7.wav,5,7,insects,False,natural,35.45,1.81,3,4,88.97,8.91,1.0,1.0,1.0,0.0,Low
5-197913-A-18,5-197913-A-18.wav,5,18,toilet_flush,False,human_activity,58.94,0.21,19,2,80.69,8.15,1.0,1.0,1.21,6.49,Low
5-197988-A-46,5-197988-A-46.wav,5,46,church_bells,False,human_activity,89.71,0.58,13,2,82.91,9.55,1.89,1.0,1.0,8.43,Low
5-198278-A-7,5-198278-A-7.wav,5,7,insects,False,natural,31.78,1.42,14,3,80.24,7.71,1.32,1.0,1.34,4.22,Low
5-198278-B-7,5-198278-B-7.wav,5,7,insects,False,natural,48.1,12.0,12,1,93.26,8.74,1.0,1.0,1.13,0.0,Low
5-198278-C-7,5-198278-C-7.wav,5,7,insects,False,natural,25.92,1.44,12,2,89.18,8.62,1.56,1.0,1.08,3.05,Low
5-198321-A-10,5-198321-A-10.wav,5,10,rain,True,natural,35.77,6.67,1,3,83.74,8.77,1.03,1.67,1.28,5.36,Low
5-198373-A-46,5-198373-A-46.wav,5,46,church_bells,False,human_activity,71.49,0.51,22,3,87.17,9.77,1.0,1.3,1.0,0.0,Low
5-198411-A-20,5-198411-A-20.wav,5,20,crying_baby,True,human_activity,85.89,0.72,12,5,88.56,8.74,1.19,2.03,1.77,6.14,Low
5-198411-B-20,5-198411-B-20.wav,5,20,crying_baby,True,human_activity,76.96,0.76,16,5,80.12,8.94,1.0,1.0,1.69,6.01,Low
5-198411-C-20,5-198411-C-20.wav,5,20,crying_baby,True,human_activity,67.4,1.02,19,4,76.83,7.81,1.12,1.77,1.0,9.5,Low
5-198411-D-20,5-198411-D-20.wav,5,20,crying_baby,True,human_activity,84.36,0.36,23,4,81.99,8.22,1.0,1.94,1.0,7.76,Low
5-198411-E-20,5-198411-E-20.wav,5,20,crying_baby,True,human_activity,84.88,3.25,2,5,72.06,8.12,2.54,1.0,1.13,14.21,Low
5-198411-F-20,5-198411-F-20.wav,5,20,crying_baby,True,human_activity,67.31,2.35,23,6,93.38,9.48,1.29,1.0,1.25,0.0,Low
5-198411-G-20,5-198411-G-20.wav,5,20,crying_baby,True,human_activity,81.78,0.98,16,0,88.43,8.77,1.0,1.26,1.08,11.12,Low
5-198600-A-45,5-198600-A-45.wav,5,45,train,False,traffic,112.99,12.0,18,3,42.58,5.66,6.5,5.22,4.95,63.4,High
5-198891-A-8,5-198891-A-8.wav,5,8,sheep,False,natural,61.24,0.1,23,3,83.03,7.7,1.0,1.0,1.0,11.6,Low
5-198891-B-8,5-198891-B-8.wav,5,8,sheep,False,natural,76.76,4.04,18,3,87.21,7.87,1.72,1.25,1.0,7.98,Low
5-198891-C-8,5-198891-C-8.wav,5,8,sheep,False,natural,70.02,12.0,9,0,97.35,7.94,1.17,1.0,1.39,11.15,Low
5-198891-D-8,5-198891-D-8.wav,5,8,sheep,False,natural,79.35,0.91,9,0,87.79,8.28,1.35,1.19,1.68,4.32,Low
5-199284-A-45,5-199284-A-45.wav,5,45,train,False,traffic,99.99,4.84,8,6,61.33,6.94,3.09,2.26,2.63,36.19,Moderate
5-199284-B-45,5-199284-B-45.wav,5,45,train,False,traffic,90.95,1.94,2,6,72.41,7.95,2.43,2.12,1.77,22.59,Low
5-200329-A-8,5-200329-A-8.wav,5,8,sheep,False,natural,57.67,0.27,7,6,96.31,7.82,1.0,1.13,1.0,5.39,Low
5-200329-B-8,5-200329-B-8.wav,5,8,sheep,False,natural,58.3,1.63,3,0,86.51,8.15,1.0,1.04,1.0,6.36,Low
5-200329-C-8,5-200329-C-8.wav,5,8,sheep,False,natural,61.43,3.77,4,3,86.76,8.38,1.0,1.0,1.0,5.25,Low
5-200334-A-1,5-200334-A-1.wav,5,1,rooster,True,natural,70.06,0.46,4,0,82.22,8.37,1.2,1.0,1.0,8.2,Low
5-200334-B-1,5-200334-B-1.wav,5,1,rooster,True,natural,76.51,0.69,20,3,91.1,8.68,1.49,1.35,1.0,8.36,Low
5-200339-A-1,5-200339-A-1.wav,5,1,rooster,True,natural,96.49,3.95,18,1,78.88,8.13,1.0,1.39,1.0,7.39,Low
5-200461-A-11,5-200461-A-11.wav,5,11,sea_waves,True,natural,75.56,0.15,3,5,83.01,8.81,1.34,1.0,1.0,0.53,Low
5-200461-B-11,5-200461-B-11.wav,5,11,sea_waves,True,natural,58.4,3.21,19,1,86.47,8.81,1.0,1.0,1.0,1.56,Low
5-201170-A-46,5-201170-A-46.wav,5,46,church_bells,False,human_activity,78.92,0.86,13,3,81.58,8.38,1.06,1.42,1.0,5.02,Low
5-201172-A-46,5-201172-A-46.wav,5,46,church_bells,False,human_activity,91.56,0.15,10,0,80.57,8.43,1.0,1.0,1.0,2.5,Low
5-201194-A-38,5-201194-A-38.wav,5,38,clock_tick,True,human_activity,26.9,2.56,2,5,83.13,7.47,2.13,1.51,1.36,10.47,Low
5-201274-A-21,5-201274-A-21.wav,5,21,sneezing,True,human_activity,74.33,1.69,14,0,87.04,8.57,1.84,2.33,1.0,13.01,Low
5-201664-A-18,5-201664-A-18.wav,5,18,toilet_flush,False,human_activity,73.15,2.11,1,0,70.21,8.21,1.79,1.0,1.26,4.45,Low
5-202020-A-18,5-202020-A-18.wav,5,18,toilet_flush,False,human_activity,68.38,1.95,5,1,89.08,8.08,1.0,2.07,1.53,7.17,Low
5-202220-A-21,5-202220-A-21.wav,5,21,sneezing,True,human_activity,74.19,2.05,15,2,76.58,8.28,1.3,1.61,1.22,11.83,Low
5-202540-A-18,5-202540-A-18.wav,5,18,toilet_flush,False,human_activity,89.85,0.71,11,2,80.07,8.6,1.0,1.59,2.86,4.97,Low
5-202795-A-3,5-202795-A-3.wav,5,3,cow,False,natural,63.82,0.2,8,4,87.63,8.74,2.01,1.0,1.29,4.47,Low
5-202898-A-10,5-202898-A-10.wav,5,10,rain,True,natural,56.66,3.08,23,0,82.65,7.06,1.0,1.0,1.18,5.96,Low
5-203128-A-0,5-203128-A-0.wav,5,0,dog,True,natural,68.58,3.51,14,3,87.74,8.12,1.16,1.27,1.55,8.3,Low
5-203128-B-0,5-203128-B-0.wav,5,0,dog,True,natural,75.56,0.27,1,6,94.82,8.91,1.37,1.0,1.0,2.01,Low
5-203739-A-10,5-203739-A-10.wav,5,10,rain,True,natural,55.07,0.76,23,2,75.9,8.17,1.0,1.24,1.0,1.55,Low
5-204114-A-29,5-204114-A-29.wav,5,29,drinking_sipping,False,human_activity,39.36,1.44,14,2,88.87,8.85,2.18,1.0,1.36,6.54,Low
5-204352-A-13,5-204352-A-13.wav,5,13,crickets,False,natural,45.81,2.68,4,6,80.6,8.01,1.0,1.1,1.0,5.86,Low
5-204352-B-13,5-204352-B-13.wav,5,13,crickets,False,natural,31.03,0.11,17,6,76.38,8.92,1.49,1.0,1.06,1.02,Low
5-204604-A-24,5-204604-A-24.wav,5,24,coughing,False,human_activity,75.81,7.62,10,1,79.63,7.96,1.25,1.26,1.0,14.15,Low
5-204741-A-46,5-204741-A-46.wav,5,46,church_bells,False,human_activity,97.18,0.49,2,2,90.96,7.86,1.0,1.91,2.15,3.27,Low
5-205090-A-32,5-205090-A-32.wav,5,32,keyboard_typing,False,human_activity,48.94,1.7,17,1,81.91,7.94,1.0,1.0,1.0,1.14,Low
5-205589-A-17,5-205589-A-17.wav,5,17,pouring_water,False,natural,36.95,0.49,21,5,84.97,8.2,1.0,1.0,1.78,6.78,Low
5-205589-B-17,5-205589-B-17.wav,5,17,pouring_water,False,natural,53.53,3.33,8,4,90.43,8.17,1.0,1.32,1.0,3.75,Low
5-205898-A-40,5-205898-A-40.wav,5,40,helicopter,True,aircraft,100.92,0.28,18,2,78.6,7.47,2.33,1.43,1.35,14.27,Low
5-207681-A-24,5-207681-A-24.wav,5,24,coughing,False,human_activity,77.34,1.9,23,3,79.93,9.06,1.0,1.52,1.68,7.4,Low
5-207781-A-17,5-207781-A-17.wav,5,17,pouring_water,False,natural,49.22,10.6,19,3,88.96,9.26,1.47,1.64,1.0,5.44,Low
5-207811-A-35,5-207811-A-35.wav,5,35,washing_machine,False,human_activity,71.02,0.46,15,0,80.59,8.33,1.0,1.8,1.23,3.88,Low
5-207811-B-35,5-207811-B-35.wav,5,35,washing_machine,False,human_activity,65.24,0.58,7,6,92.31,8.01,1.48,1.42,1.92,9.21,Low
5-207836-A-29,5-207836-A-29.wav,5,29,drinking_sipping,False,human_activity,47.31,0.89,2,5,83.68,8.97,1.0,1.47,1.0,2.77,Low
5-207836-B-29,5-207836-B-29.wav,5,29,drinking_sipping,False,human_activity,38.68,1.31,20,6,78.13,8.23,1.12,1.0,1.34,4.0,Low
5-207836-C-29,5-207836-C-29.wav,5,29,drinking_sipping,False,human_activity,37.51,0.45,16,6,90.87,8.27,1.0,1.68,1.87,2.42,Low
5-207836-D-29,5-207836-D-29.wav,5,29,drinking_sipping,False,human_activity,35.83,1.42,5,1,87.17,7.62,1.0,1.0,1.25,5.22,Low
5-208030-A-0,5-208030-A-0.wav,5,0,dog,True,natural,76.77,12.0,20,2,79.27,8.27,1.0,1.32,1.0,10.82,Low
5-208624-A-38,5-208624-A-38.wav,5,38,clock_tick,True,human_activity,28.24,0.28,23,1,86.01,8.25,1.94,1.0,1.0,4.79,Low
5-208761-A-24,5-208761-A-24.wav,5,24,coughing,False,human_activity,64.96,5.53,18,6,81.75,8.69,1.42,1.0,1.73,5.6,Low
5-208810-A-11,5-208810-A-11.wav,5,11,sea_waves,True,natural,71.67,1.98,13,6,87.03,8.39,1.0,1.86,1.33,12.25,Low
5-208810-B-11,5-208810-B-11.wav,5,11,sea_waves,True,natural,59.68,0.49,15,5,84.67,8.78,1.0,1.0,1.0,5.07,Low
5-209698-A-38,5-209698-A-38.wav,5,38,clock_tick,True,human_activity,25.0,0.94,20,2,91.36,7.27,1.0,1.0,1.79,4.64,Low
5-209719-A-24,5-209719-A-24.wav,5,24,coughing,False,human_activity,77.76,0.34,12,2,86.98,9.68,1.48,1.27,1.12,0.45,Low
5-209833-A-38,5-209833-A-38.wav,5,38,clock_tick,True,human_activity,26.17,4.5,4,0,80.9,8.69,1.31,1.0,1.0,5.15,Low
5-209989-A-22,5-209989-A-22.wav,5,22,clapping,False,human_activity,69.01,3.91,6,6,80.25,8.67,2.31,2.17,2.06,12.29,Low
5-209992-A-44,5-209992-A-44.wav,5,44,engine,False,traffic,69.59,1.12,11,6,87.95,8.61,2.13,2.08,1.0,8.65,Low
5-209992-B-44,5-209992-B-44.wav,5,44,engine,False,traffic,86.88,12.0,9,2,73.15,5.95,3.79,2.7,2.48,36.22,Moderate
5-210540-A-13,5-210540-A-13.wav,5,13,crickets,False,natural,34.97,3.45,17,0,87.2,9.04,1.47,1.0,1.41,7.15,Low
5-210571-A-38,5-210571-A-38.wav,5,38,clock_tick,True,human_activity,25.62,3.87,23,6,89.57,8.55,1.0,1.3,1.09,3.24,Low
5-210612-A-37,5-210612-A-37.wav,5,37,clock_alarm,False,human_activity,91.05,1.19,22,3,74.7,7.13,1.0,1.97,1.0,14.25,Low
5-211197-A-24,5-211197-A-24.wav,5,24,coughing,False,human_activity,71.22,0.56,6,6,88.98,7.61,1.0,1.56,1.0,6.85,Low
5-211408-A-37,5-211408-A-37.wav,5,37,clock_alarm,False,human_activity,91.78,0.93,15,2,85.52,8.68,2.2,1.0,1.26,5.37,Low
5-212050-A-27,5-212050-A-27.wav,5,27,brushing_teeth,False,human_activity,63.34,0.98,14,6,81.52,8.55,1.0,1.0,1.0,3.01,Low
5-212054-A-36,5-212054-A-36.wav,5,36,vacuum_cleaner,False,human_activity,90.25,0.27,0,3,83.78,8.76,1.0,1.0,1.0,0.45,Low
5-212059-A-36,5-212059-A-36.wav,5,36,vacuum_cleaner,False,human_activity,75.67,1.87,10,1,82.82,8.08,1.0,2.51,1.27,8.46,Low
5-212181-A-38,5-212181-A-38.wav,5,38,clock_tick,True,human_activity,27.02,1.78,6,0,79.83,7.63,1.1,1.08,1.01,1.88,Low
5-212454-A-0,5-212454-A-0.wav,5,0,dog,True,natural,83.39,3.23,20,4,81.12,7.84,2.15,2.01,1.46,9.26,Low
5-212730-A-17,5-212730-A-17.wav,5,17,pouring_water,False,natural,44.62,9.46,1,4,87.15,9.42,1.0,1.44,1.75,1.02,Low
5-212734-A-17,5-212734-A-17.wav,5,17,pouring_water,False,natural,56.39,2.31,0,2,84.85,9.61,1.72,1.73,1.98,0.0,Low
5-212736-A-17,5-212736-A-17.wav,5,17,pouring_water,False,natural,48.31,0.99,15,5,85.04,8.67,1.0,1.7,1.0,8.43,Low
5-213077-A-11,5-213077-A-11.wav,5,11,sea_waves,True,natural,58.69,5.84,9,6,90.44,8.81,1.0,1.3,1.0,6.14,Low
5-213293-A-23,5-213293-A-23.wav,5,23,breathing,False,human_activity,31.41,0.32,1,1,83.65,8.97,1.0,1.0,1.0,4.53,Low
5-213802-A-12,5-213802-A-12.wav,5,12,crackling_fire,True,natural,42.17,0.55,9,5,82.04,7.55,1.0,1.25,1.0,6.54,Low
5-213836-A-9,5-213836-A-9.wav,5,9,crow,False,natural,72.26,0.68,15,3,83.54,8.55,1.01,1.03,1.0,5.35,Low
5-213836-B-9,5-213836-B-9.wav,5,9,crow,False,natural,74.73,0.7,7,5,86.43,7.91,1.6,1.0,1.71,6.05,Low
5-213836-C-9,5-213836-C-9.wav,5,9,crow,False,natural,70.4,1.03,1,0,73.91,7.75,1.0,1.52,1.0,9.3,Low
5-213836-D-9,5-213836-D-9.wav,5,9,crow,False,natural,69.84,7.94,5,0,90.27,8.42,1.29,2.34,1.0,9.32,Low
5-213855-A-0,5-213855-A-0.wav,5,0,dog,True,natural,70.27,1.03,22,0,82.57,8.71,1.32,1.14,1.0,3.5,Low
5-214362-A-17,5-214362-A-17.wav,5,17,pouring_water,False,natural,53.49,0.19,10,2,85.21,8.8,1.0,1.0,1.0,0.32,Low
5-214759-A-5,5-214759-A-5.wav,5,5,cat,False,natural,58.16,1.77,9,3,82.85,8.37,1.35,1.11,1.0,2.83,Low
5-214759-B-5,5-214759-B-5.wav,5,5,cat,False,natural,62.71,1.08,8,4,80.95,7.83,1.0,1.09,1.13,8.52,Low
5-214869-A-9,5-214869-A-9.wav,5,9,crow,False,natural,80.45,0.17,6,2,79.32,7.64,2.27,1.0,1.8,6.9,Low
5-215005-A-32,5-215005-A-32.wav,5,32,keyboard_typing,False,human_activity,37.88,1.16,17,2,84.44,8.71,1.39,1.38,1.0,5.38,Low
5-215172-A-13,5-215172-A-13.wav,5,13,crickets,False,natural,49.68,3.03,20,4,84.89,8.92,1.12,1.0,1.0,5.83,Low
5-215179-A-13,5-215179-A-13.wav,5,13,crickets,False,natural,29.78,2.38,17,2,79.02,9.53,1.56,1.0,1.16,0.32,Low
5-215445-A-47,5-215445-A-47.wav,5,47,airplane,False,aircraft,108.4,0.28,17,3,83.21,7.44,2.06,2.17,1.14,17.09,Low
5-215447-A-47,5-215447-A-47.wav,5,47,airplane,False,aircraft,87.34,0.26,11,4,86.1,9.31,1.0,1.0,1.0,6.88,Low
5-215449-A-47,5-215449-A-47.wav,5,47,airplane,False,aircraft,118.74,0.2,20,2,86.41,8.34,2.06,1.26,1.25,13.28,Low
5-215634-A-17,5-215634-A-17.wav,5,17,pouring_water,False,natural,41.98,4.26,12,5,86.41,8.42,1.19,1.24,1.33,3.56,Low
5-215658-A-12,5-215658-A-12.wav,5,12,crackling_fire,True,natural,52.71,2.94,17,6,82.0,8.7,1.66,1.14,1.13,2.96,Low
5-215658-B-12,5-215658-B-12.wav,5,12,crackling_fire,True,natural,54.39,0.71,15,1,79.5,8.61,1.07,1.12,2.53,6.25,Low
5-216131-A-32,5-216131-A-32.wav,5,32,keyboard_typing,False,human_activity,44.43,0.46,22,2,84.33,8.79,1.23,1.0,1.0,5.5,Low
5-216213-A-13,5-216213-A-13.wav,5,13,crickets,False,natural,32.1,1.31,18,6,89.12,8.29,1.0,1.27,1.0,9.77,Low
5-216214-A-13,5-216214-A-13.wav,5,13,crickets,False,natural,46.05,4.36,9,2,80.25,8.17,1.3,1.0,1.42,2.6,Low
5-216216-A-13,5-216216-A-13.wav,5,13,crickets,False,natural,30.31,0.23,23,1,80.98,8.04,1.0,1.0,1.0,2.41,Low
5-216368-A-28,5-216368-A-28.wav,5,28,snoring,False,human_activity,44.59,0.74,14,1,80.96,8.2,1.0,1.0,1.0,2.21,Low
5-216370-A-41,5-216370-A-41.wav,5,41,chainsaw,True,construction,113.87,1.88,9,0,55.1,5.4,4.81,3.93,3.47,53.02,High
5-216370-B-41,5-216370-B-41.wav,5,41,chainsaw,True,construction,113.05,1.32,8,2,54.9,6.67,5.18,3.55,3.67,43.12,Moderate
5-217158-A-0,5-217158-A-0.wav,5,0,dog,True,natural,76.8,1.0,14,3,87.82,8.25,1.66,1.73,1.77,9.16,Low
5-217186-A-16,5-217186-A-16.wav,5,16,wind,False,natural,54.13,2.05,22,1,83.73,8.01,1.07,1.0,1.38,6.73,Low
5-217186-B-16,5-217186-B-16.wav,5,16,wind,False,natural,46.4,2.45,12,0,81.27,7.83,1.0,1.0,1.0,6.52,Low
5-217186-C-16,5-217186-C-16.wav,5,16,wind,False,natural,44.01,0.46,23,5,81.33,8.51,1.06,1.28,1.4,4.51,Low
5-218196-A-27,5-218196-A-27.wav,5,27,brushing_teeth,False,human_activity,33.97,0.89,19,4,80.05,9.1,1.42,1.43,1.36,3.54,Low
5-218196-B-27,5-218196-B-27.wav,5,27,brushing_teeth,False,human_activity,51.15,0.28,22,2,87.05,8.35,1.0,1.72,1.29,6.39,Low
5-218494-A-22,5-218494-A-22.wav,5,22,clapping,False,human_activity,58.69,0.35,13,3,81.24,9.59,1.43,1.44,1.0,3.31,Low
5-218980-A-30,5-218980-A-30.wav,5,30,door_wood_knock,False,human_activity,63.41,2.21,4,5,79.03,7.99,1.0,1.96,1.0,4.08,Low
5-218981-A-30,5-218981-A-30.wav,5,30,door_wood_knock,False,human_activity,64.8,0.4,10,1,89.96,9.15,1.0,1.08,1.7,4.7,Low
5-219044-A-46,5-219044-A-46.wav,5,46,church_bells,False,human_activity,77.17,0.99,13,4,78.84,8.61,1.0,1.23,1.0,1.68,Low
5-219242-A-37,5-219242-A-37.wav,5,37,clock_alarm,False,human_activity,88.09,1.17,10,6,83.92,10.0,1.27,1.85,1.0,0.0,Low
5-219242-B-37,5-219242-B-37.wav,5,37,clock_alarm,False,human_activity,89.32,1.14,4,4,83.77,8.97,1.25,1.95,1.8,9.82,Low
5-219318-A-31,5-219318-A-31.wav,5,31,mouse_click,False,human_activity,32.12,0.56,0,3,86.06,9.01,1.23,1.03,1.0,2.3,Low
5-219342-A-38,5-219342-A-38.wav,5,38,clock_tick,True,human_activity,33.12,2.84,20,5,78.34,10.0,1.69,1.0,1.0,4.15,Low
5-219379-A-11,5-219379-A-11.wav,5,11,sea_waves,True,natural,64.48,5.84,14,1,91.42,8.4,2.03,1.0,1.0,5.37,Low
5-219379-B-11,5-219379-B-11.wav,5,11,sea_waves,True,natural,65.33,0.42,16,1,86.45,8.3,1.0,1.42,1.0,6.66,Low
5-219379-C-11,5-219379-C-11.wav,5,11,sea_waves,True,natural,60.42,3.18,22,2,85.21,8.39,1.59,1.13,1.0,4.59,Low
5-220026-A-21,5-220026-A-21.wav,5,21,sneezing,True,human_activity,67.18,1.08,18,2,78.31,7.16,1.35,1.0,1.0,7.81,Low
5-220027-A-21,5-220027-A-21.wav,5,21,sneezing,True,human_activity,49.88,0.16,19,3,83.55,7.36,1.24,1.0,1.01,4.77,Low
5-220939-A-27,5-220939-A-27.wav,5,27,brushing_teeth,False,human_activity,48.29,0.81,18,3,82.85,8.45,1.0,1.0,1.35,1.05,Low
5-220955-A-40,5-220955-A-40.wav,5,40,helicopter,True,aircraft,97.93,0.29,6,2,83.49,9.04,1.8,1.09,1.0,12.16,Low
5-221518-A-21,5-221518-A-21.wav,5,21,sneezing,True,human_activity,53.76,0.86,4,4,87.27,8.03,1.0,1.46,1.0,9.08,Low
5-221528-A-39,5-221528-A-39.wav,5,39,glass_breaking,False,human_activity,94.39,0.95,7,0,80.2,8.42,1.04,1.99,1.0,8.33,Low
5-221529-A-39,5-221529-A-39.wav,5,39,glass_breaking,False,human_activity,68.22,1.08,3,3,87.36,7.86,1.74,1.0,1.0,11.78,Low
5-221567-A-22,5-221567-A-22.wav,5,22,clapping,False,human_activity,84.71,0.99,10,2,86.3,7.69,1.43,1.0,1.0,9.98,Low
5-221568-A-22,5-221568-A-22.wav,5,22,clapping,False,human_activity,73.41,3.53,3,3,76.27,8.44,1.0,2.31,1.23,7.05,Low
5-221593-A-21,5-221593-A-21.wav,5,21,sneezing,True,human_activity,72.49,0.82,14,3,73.7,8.2,1.0,1.0,1.07,6.47,Low
5-221878-A-34,5-221878-A-34.wav,5,34,can_opening,False,human_activity,57.0,0.94,7,1,77.73,8.56,1.0,1.0,1.38,0.54,Low
5-221950-A-22,5-221950-A-22.wav,5,22,clapping,False,human_activity,71.42,0.89,10,1,74.0,7.7,1.21,1.22,1.6,11.36,Low
5-222041-A-9,5-222041-A-9.wav,5,9,crow,False,natural,80.64,0.5,21,4,82.28,8.75,1.08,1.0,1.0,2.54,Low
5-222524-A-41,5-222524-A-41.wav,5,41,chainsaw,True,construction,127.22,0.37,14,0,67.65,7.38,2.25,1.91,1.61,25.02,Moderate
5-222894-A-32,5-222894-A-32.wav,5,32,keyboard_typing,False,human_activity,49.09,0.76,15,0,88.83,8.68,1.0,1.81,1.11,5.87,Low
5-223099-A-32,5-223099-A-32.wav,5,32,keyboard_typing,False,human_activity,56.39,0.33,15,2,86.83,9.18,1.0,1.27,1.0,6.11,Low
5-223099-B-32,5-223099-B-32.wav,5,32,keyboard_typing,False,human_activity,46.56,1.12,3,6,89.06,8.58,1.0,1.0,1.0,8.13,Low
5-223103-A-31,5-223103-A-31.wav,5,31,mouse_click,False,human_activity,33.19,0.97,15,5,73.0,8.19,1.11,1.25,1.55,9.76,Low
5-223176-A-37,5-223176-A-37.wav,5,37,clock_alarm,False,human_activity,83.62,1.18,2,2,82.44,7.36,2.36,1.0,1.0,11.16,Low
5-223317-A-31,5-223317-A-31.wav,5,31,mouse_click,False,human_activity,41.11,1.73,12,3,79.45,8.9,1.0,1.14,1.0,9.09,Low
5-223810-A-35,5-223810-A-35.wav,5,35,washing_machine,False,human_activity,69.82,0.74,4,4,82.35,8.34,1.16,2.18,1.0,11.34,Low
5-231551-A-36,5-231551-A-36.wav,5,36,vacuum_cleaner,False,human_activity,80.9,1.4,1,3,80.25,9.56,1.55,2.42,1.4,5.74,Low
5-231762-A-0,5-231762-A-0.wav,5,0,dog,True,natural,74.3,1.71,14,2,77.09,7.02,1.0,1.53,1.14,6.78,Low
5-232272-A-44,5-232272-A-44.wav,5,44,engine,False,traffic,87.45,0.1,14,0,90.51,8.67,2.09,1.0,1.12,4.2,Low
5-232802-A-31,5-232802-A-31.wav,5,31,mouse_click,False,human_activity,35.09,1.35,2,6,76.33,8.25,1.0,2.68,1.15,7.59,Low
5-232816-A-23,5-232816-A-23.wav,5,23,breathing,False,human_activity,32.06,0.71,4,3,88.68,8.45,1.96,1.0,1.11,7.71,Low
5-233019-A-31,5-233019-A-31.wav,5,31,mouse_click,False,human_activity,33.21,1.5,15,1,77.14,9.03,1.16,1.1,1.14,2.0,Low
5-233160-A-1,5-233160-A-1.wav,5,1,rooster,True,natural,90.08,2.43,1,6,82.02,8.58,1.49,1.0,2.34,5.59,Low
5-233260-A-23,5-233260-A-23.wav,5,23,breathing,False,human_activity,28.43,0.9,6,2,89.16,7.89,1.0,1.0,1.53,5.43,Low
5-233312-A-28,5-233312-A-28.wav,5,28,snoring,False,human_activity,50.11,0.76,11,2,88.2,7.75,1.0,1.0,1.37,5.57,Low
5-233605-A-39,5-233605-A-39.wav,5,39,glass_breaking,False,human_activity,90.51,1.57,23,6,89.3,8.68,1.79,1.45,2.83,11.08,Low
